ChEMBL ID,SMILES,EC50 (nM),Assay Type,Target Name,pEC50,MW,LogP,H_Donors,H_Acceptors,TPSA,Ring_Count,Rotatable_Bonds
CHEMBL213518,O/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,10000.0,F,Dopamine D2 receptor,5.0,346.38100000000003,2.750400000000001,1.0,5.0,51.96000000000001,3.0,5.0
CHEMBL214314,O/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,10000.0,F,Dopamine D2 receptor,5.0,310.401,2.472200000000001,1.0,5.0,51.96000000000001,3.0,5.0
CHEMBL209645,CO/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,366.0,F,Dopamine D2 receptor,6.436518914605589,356.4450000000001,3.173600000000002,0.0,5.0,40.96,3.0,7.0
CHEMBL213164,CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,10000.0,F,Dopamine D2 receptor,5.0,342.41800000000006,2.783500000000001,0.0,5.0,40.96,3.0,6.0
CHEMBL211623,COC(CN1CCN(c2ccccn2)CC1)/C(=N/O)c1cccc(C)c1,10000.0,F,Dopamine D2 receptor,5.0,354.4540000000001,2.40552,1.0,6.0,61.19,3.0,6.0
CHEMBL213004,CO/N=C(/c1ccc(Cl)cc1)C(C)CN1CCN(c2ccccn2)CC1,10000.0,F,Dopamine D2 receptor,5.0,372.9000000000001,3.543800000000002,0.0,5.0,40.96,3.0,6.0
CHEMBL59,NCCc1ccc(O)c(O)c1,18.0,F,Dopamine D2 receptor,7.7447274948966935,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL59,NCCc1ccc(O)c(O)c1,8.0,F,Dopamine D2 receptor,8.096910013008056,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,5.8,F,Dopamine D2 receptor,8.236572006437063,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,1.8,F,Dopamine D2 receptor,8.744727494896694,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL376092,COc1ccccc1C1CCN(CNC(=O)c2cccc(C)c2)CC1,10000.0,F,Dopamine D2 receptor,5.0,338.4510000000001,3.570520000000002,1.0,3.0,41.57,3.0,5.0
CHEMBL225230,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,25.12,F,Dopamine D2 receptor,7.599980364934842,295.382,3.630100000000003,2.0,3.0,43.7,4.0,2.0
CHEMBL231350,CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,10000.0,F,Dopamine D2 receptor,5.0,484.0650000000003,5.658500000000005,2.0,4.0,61.44,4.0,6.0
CHEMBL69451,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,92.0,F,Dopamine D2 receptor,7.036212172654444,483.4430000000002,5.387600000000004,1.0,4.0,48.470000000000006,4.0,8.0
CHEMBL241973,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,114.0,F,Dopamine D2 receptor,6.943095148663527,444.5790000000001,4.089400000000003,1.0,5.0,57.7,4.0,9.0
CHEMBL231156,O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,150.0,F,Dopamine D2 receptor,6.823908740944319,495.4540000000003,5.2435000000000045,1.0,4.0,48.470000000000006,5.0,7.0
CHEMBL244990,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,15.8,F,Dopamine D2 receptor,7.801342913045577,499.44200000000023,4.358400000000004,2.0,5.0,68.7,4.0,8.0
CHEMBL244774,O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,231.0,F,Dopamine D2 receptor,6.636388020107856,497.4260000000003,4.402000000000004,1.0,4.0,62.52000000000001,4.0,7.0
CHEMBL392822,OC1(c2ccccc2Cl)CCN(Cc2c[nH]c3ccccc23)CC1,586.0,F,Dopamine D2 receptor,6.23210238398191,340.85400000000004,4.304900000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,4.46,F,Dopamine D2 receptor,8.350665141287859,340.8540000000001,4.304900000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL246855,CCCCCCn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21,166.0,F,Dopamine D2 receptor,6.779891911959945,425.0160000000002,6.358600000000007,1.0,3.0,28.4,4.0,8.0
CHEMBL400827,Cn1cc(CN2CCC(O)(c3ccc(Cl)cc3)CC2)c2ccccc21,20.0,F,Dopamine D2 receptor,7.698970004336019,354.8810000000002,4.315300000000003,1.0,3.0,28.4,4.0,3.0
CHEMBL246439,Cc1[nH]c2ccccc2c1CN1CCC(O)(c2ccc(Cl)cc2)CC1,2.13,F,Dopamine D2 receptor,8.671620396561263,354.8810000000001,4.613320000000003,2.0,2.0,39.260000000000005,4.0,3.0
CHEMBL246438,COC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,34.7,F,Dopamine D2 receptor,7.459670525209126,354.88100000000014,4.959000000000004,1.0,2.0,28.259999999999998,4.0,4.0
CHEMBL246231,COC(=O)C1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,76.7,F,Dopamine D2 receptor,7.115204636051019,382.8910000000001,4.528100000000003,1.0,3.0,45.33,4.0,4.0
CHEMBL246230,N#CC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,225.0,F,Dopamine D2 receptor,6.647817481888637,349.8650000000001,4.878680000000003,1.0,2.0,42.82,4.0,3.0
CHEMBL246021,CC(=O)NC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,24.8,F,Dopamine D2 receptor,7.605548319173784,381.9070000000001,4.448700000000003,2.0,2.0,48.13,4.0,4.0
CHEMBL246020,CC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,314.0,F,Dopamine D2 receptor,6.503070351926785,338.8820000000001,5.3750000000000036,1.0,1.0,19.03,4.0,3.0
CHEMBL393027,OC1(c2ccc(Cl)cc2)CCCN(Cc2c[nH]c3ccccc23)CC1,260.0,F,Dopamine D2 receptor,6.585026652029182,354.8810000000001,4.695000000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL398368,CCCCCCOc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,216.0,F,Dopamine D2 receptor,6.665546248849069,406.5700000000001,5.610600000000005,2.0,3.0,48.49,4.0,9.0
CHEMBL246848,OC1(c2cccc(C(F)(F)F)c2)CCN(Cc2c[nH]c3ccccc23)CC1,69.1,F,Dopamine D2 receptor,7.1605219526258015,374.40600000000006,4.670300000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL246637,OC1(c2ccc(Cl)c(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1,15.3,F,Dopamine D2 receptor,7.815308569182402,375.2990000000001,4.958300000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL396092,OC1(c2cccc(Cl)c2)CCN(Cc2c[nH]c3ccccc23)CC1,83.4,F,Dopamine D2 receptor,7.078833949362261,340.8540000000001,4.304900000000003,2.0,2.0,39.26,4.0,3.0
CHEMBL397770,OC1(c2cccc(Cl)c2Cl)CCN(Cc2c[nH]c3ccccc23)CC1,34.3,F,Dopamine D2 receptor,7.464705879957229,375.2990000000001,4.958300000000004,2.0,2.0,39.26,4.0,3.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,20.0,F,Dopamine D2 receptor,7.698970004336019,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL155731,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,2.0,F,Dopamine D2 receptor,8.698970004336019,246.35799999999998,1.648,1.0,4.0,55.040000000000006,3.0,2.0
CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,83.0,F,Dopamine D2 receptor,7.080921907623926,260.3809999999999,2.845700000000001,1.0,2.0,32.34,2.0,7.0
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,27.0,F,Dopamine D2 receptor,7.568636235841013,211.33399999999997,1.5822,2.0,4.0,50.94,2.0,3.0
CHEMBL102463,CCCN1CCOC(c2cccc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,221.29999999999998,2.1755000000000004,1.0,3.0,32.7,2.0,3.0
CHEMBL398694,COCCN1CCOC(c2cccc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,237.299,1.4119,1.0,4.0,41.93000000000001,2.0,4.0
CHEMBL251216,CC(=O)NCCCCN1CCOC(c2cccc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,292.379,1.6817999999999997,2.0,4.0,61.80000000000001,2.0,6.0
CHEMBL398480,C=CCN1CCOC(c2cccc(O)c2)C1,100000.0,F,Dopamine D2 receptor,4.0,219.284,1.9514999999999998,1.0,3.0,32.7,2.0,3.0
CHEMBL251215,CCN1CCOC(c2cccc(O)c2)C1,30000.0,F,Dopamine D2 receptor,4.522878745280337,207.273,1.7853999999999999,1.0,3.0,32.7,2.0,2.0
CHEMBL401328,Oc1cccc(C2CNCCO2)c1,7200.0,F,Dopamine D2 receptor,5.142667503568732,179.21899999999997,1.0531,2.0,3.0,41.489999999999995,2.0,1.0
CHEMBL400988,CCCN1CCOC(c2cccc(-c3ncc[nH]3)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,271.36400000000003,2.8600000000000003,1.0,3.0,41.15,3.0,4.0
CHEMBL250831,CCCN1CCOC(c2cccc(NS(C)(=O)=O)c2)C1,1000.0,F,Dopamine D2 receptor,6.0,298.4080000000001,1.8414,1.0,4.0,58.64,2.0,5.0
CHEMBL400987,CCCN1CCOC(c2cccc(N)c2)C1,1000.0,F,Dopamine D2 receptor,6.0,220.31599999999997,2.0521000000000003,1.0,3.0,38.49,2.0,3.0
CHEMBL250636,CCCN1CCOC(c2cccc(C(=O)O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,249.30999999999997,2.1681,1.0,3.0,49.769999999999996,2.0,4.0
CHEMBL250634,CCCN1CCOC(c2cccc(S(C)(=O)=O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,283.39300000000003,1.8734,0.0,4.0,46.61,2.0,4.0
CHEMBL400766,CCCN1CCOC(c2cccc(SC)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,251.39499999999998,3.1918000000000015,0.0,3.0,12.47,2.0,4.0
CHEMBL398696,CCCN1CCOC(c2cccc(OC(F)(F)F)c2)C1,1000.0,F,Dopamine D2 receptor,6.0,289.297,3.368500000000002,0.0,3.0,21.700000000000003,2.0,4.0
CHEMBL101480,CCCN1CCOC(c2cccc(OC)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,235.32699999999997,2.4785000000000004,0.0,3.0,21.700000000000003,2.0,4.0
CHEMBL105646,CCCN1CCOC(c2cccc(Cl)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,239.74599999999998,3.123300000000002,0.0,2.0,12.47,2.0,3.0
CHEMBL250632,CCCN1CCOC(c2ccccc2)C1,10000.0,F,Dopamine D2 receptor,5.0,205.301,2.469900000000001,0.0,2.0,12.47,2.0,3.0
CHEMBL250403,CCCN1CCO[C@H](c2cccc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,221.29999999999998,2.1755000000000004,1.0,3.0,32.7,2.0,3.0
CHEMBL248595,CCCN1CCO[C@@H](c2cccc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,221.29999999999998,2.1755000000000004,1.0,3.0,32.7,2.0,3.0
CHEMBL401126,CCCN1CCO[C@@H](c2cc(O)cc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,237.29899999999998,1.8810999999999998,2.0,4.0,52.93000000000001,2.0,3.0
CHEMBL250003,CCCN1CCO[C@H](c2cc(O)cc(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,237.29899999999998,1.8810999999999998,2.0,4.0,52.93000000000001,2.0,3.0
CHEMBL401125,CCCN1CCO[C@@H](c2ccc(F)c(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,239.28999999999996,2.3146000000000004,1.0,3.0,32.7,2.0,3.0
CHEMBL250002,CCCN1CCO[C@H](c2ccc(F)c(O)c2)C1,10000.0,F,Dopamine D2 receptor,5.0,239.28999999999996,2.3146000000000004,1.0,3.0,32.7,2.0,3.0
CHEMBL59,NCCc1ccc(O)c(O)c1,209.0,F,Dopamine D2 receptor,6.679853713888946,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL250552,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2c(O)cccc2C1,2.22,F,Dopamine D2 receptor,8.653647025549361,393.5750000000002,3.783700000000003,1.0,4.0,29.950000000000003,4.0,7.0
CHEMBL399164,CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2c(O)cccc2C1,1.56,F,Dopamine D2 receptor,8.806875401645538,423.6010000000003,3.7923000000000027,1.0,5.0,39.18000000000001,4.0,8.0
CHEMBL156639,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,12.2,F,Dopamine D2 receptor,7.913640169325252,393.5750000000002,3.783700000000003,1.0,4.0,29.950000000000003,4.0,7.0
CHEMBL405519,CCCN1CCC[C@@H]2Cc3c(ccc(O)c3O)C[C@H]21,0.65,F,Dopamine D2 receptor,9.187086643357144,261.36499999999995,2.687000000000002,2.0,3.0,43.7,3.0,2.0
CHEMBL59,NCCc1ccc(O)c(O)c1,43.0,F,Dopamine D2 receptor,7.366531544420414,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL24077,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,10000.0,F,Dopamine D2 receptor,5.0,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,4.0,F,Dopamine D2 receptor,8.397940008672037,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,5.0,F,Dopamine D2 receptor,8.301029995663981,211.33399999999997,1.5822,2.0,4.0,50.94,2.0,3.0
CHEMBL285755,CCCN(CCC)C1CCc2ccc(O)cc2C1,39.8,F,Dopamine D2 receptor,7.400116927926312,247.38199999999998,3.371500000000002,1.0,2.0,23.47,2.0,5.0
CHEMBL467540,CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2nc(N)sc2C1,19.9,F,Dopamine D2 receptor,7.701146923590294,475.70600000000036,4.783800000000004,1.0,6.0,48.629999999999995,5.0,8.0
CHEMBL468017,CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2nc(N)sc2C1,13.4,F,Dopamine D2 receptor,7.872895201635193,468.49800000000033,4.423600000000003,1.0,6.0,48.629999999999995,4.0,7.0
CHEMBL484598,CCCN1CCO[C@@H]2c3cc4c(cc3CC[C@H]21)CNC4=O,269.15,F,Dopamine D2 receptor,6.570005615848293,286.37499999999994,2.0281000000000002,1.0,3.0,41.57,4.0,2.0
CHEMBL468176,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,50000.0,F,Dopamine D2 receptor,4.301029995663981,443.3090000000002,6.114700000000004,0.0,5.0,55.050000000000004,5.0,3.0
CHEMBL273273,CCCN(CCC)C1CCc2c(O)cccc2C1,10.4,F,Dopamine D2 receptor,7.982966660701219,247.38199999999998,3.371500000000002,1.0,2.0,23.47,2.0,5.0
CHEMBL556269,CCCN(CCN1CCN(C(=O)c2ccc3[nH]ccc3c2)CC1)[C@H]1CCc2c(O)cccc2C1,41.2,F,Dopamine D2 receptor,7.3851027839668655,460.62200000000036,3.900800000000003,2.0,4.0,62.81,5.0,7.0
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,240.0,F,Dopamine D2 receptor,6.619788758288394,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
CHEMBL571992,CCCN(CCN1CCN(c2nccc3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1,116.0,F,Dopamine D2 receptor,6.935542010773082,450.65600000000035,3.665000000000002,1.0,7.0,61.519999999999996,5.0,7.0
CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,304.0,F,Dopamine D2 receptor,6.517126416391246,260.3809999999999,2.845700000000001,1.0,2.0,32.34,2.0,7.0
CHEMBL577073,CCCN(CCN1CCN(c2ccnc3ccccc23)CC1)[C@H]1CCc2nc(N)sc2C1,77.2,F,Dopamine D2 receptor,7.112382699664264,450.65600000000035,3.665000000000002,1.0,7.0,61.519999999999996,5.0,7.0
CHEMBL273273,CCCN(CCC)C1CCc2c(O)cccc2C1,41.2,F,Dopamine D2 receptor,7.3851027839668655,247.38199999999998,3.371500000000002,1.0,2.0,23.47,2.0,5.0
CHEMBL569107,CCCN(CCN1CCN(c2cccc3ncccc23)CC1)[C@H]1CCc2nc(N)sc2C1,13.5,F,Dopamine D2 receptor,7.8696662315049934,450.65600000000035,3.665000000000002,1.0,7.0,61.519999999999996,5.0,7.0
CHEMBL514885,CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1,19.9,F,Dopamine D2 receptor,7.701146923590294,475.70600000000036,4.783800000000004,1.0,6.0,48.629999999999995,5.0,8.0
CHEMBL599636,CCCN(CCN1CCN(c2ccnc3c(O)cccc23)CC1)C1CCc2c(O)cccc2C1,4.51,F,Dopamine D2 receptor,8.34582345812204,460.62200000000036,4.037500000000003,2.0,6.0,63.07000000000001,5.0,7.0
CHEMBL599635,CCCN(CCN1CCN(c2ccnc3c(O)cccc23)CC1)C1CCc2ccc(O)cc2C1,1.69,F,Dopamine D2 receptor,8.772113295386326,460.62200000000036,4.037500000000003,2.0,6.0,63.07000000000001,5.0,7.0
CHEMBL1077344,O=C1N(CCN2CCCCCC2)CCN1c1cccc(Cl)c1,1.0,F,Dopamine D2 receptor,9.0,321.852,3.458000000000002,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1079190,CN1CCCCC1CN1CCN(c2cccc(Cl)c2)C1=O,2.512,F,Dopamine D2 receptor,8.599980364934842,307.82500000000005,3.066300000000002,0.0,2.0,26.79,3.0,3.0
CHEMBL1079191,O=C1N(CCN2CCCCCC2)CCN1c1ccc(Cl)cc1,50.12,F,Dopamine D2 receptor,7.299988937677887,321.852,3.458000000000002,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1081309,O=C1N(CCN2CCCCCC2)CCN1c1cc(Cl)cc(Cl)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,356.297,4.111400000000003,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1081310,Cc1ccccc1N1CCN(CCN2CCCCCC2)C1=O,7943.28,F,Dopamine D2 receptor,5.100000128334196,301.434,3.1130200000000023,0.0,2.0,26.79,3.0,4.0
CHEMBL1081311,Cc1cccc(N2CCN(CCN3CCCCCC3)C2=O)c1,10.0,F,Dopamine D2 receptor,8.0,301.434,3.1130200000000015,0.0,2.0,26.79,3.0,4.0
CHEMBL1077348,Cc1ccc(N2CCN(CCN3CCCCCC3)C2=O)cc1,7943.28,F,Dopamine D2 receptor,5.100000128334196,301.43399999999997,3.1130200000000023,0.0,2.0,26.79,3.0,4.0
CHEMBL1081487,COc1cccc(N2CCN(CCN3CCCCCC3)C2=O)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,317.43300000000005,2.813200000000001,0.0,3.0,36.02,3.0,5.0
CHEMBL1081488,O=C1N(CCN2CCCCCC2)CCN1c1cccc(C(F)(F)F)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,355.404,3.823400000000003,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1081489,O=C1N(CCN2CCCCCC2)CCN1c1ccccc1,0.631,F,Dopamine D2 receptor,9.199970640755865,287.407,2.8046000000000015,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1081490,O=C1N(CCN2CCCCCC2)CCN1c1cccc(F)c1,0.7943,F,Dopamine D2 receptor,9.100015437450608,305.397,2.9437000000000015,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1081491,O=C1N(CCN2CCCCCC2)CCN1c1ccc(F)cc1,10.0,F,Dopamine D2 receptor,8.0,305.397,2.9437000000000015,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1083813,O=C1N(CCN2CCCCCC2)CCN1c1ccc(F)c(Cl)c1,10.0,F,Dopamine D2 receptor,8.0,339.842,3.597100000000003,0.0,2.0,26.790000000000006,3.0,4.0
CHEMBL1083814,O=C1N(CCN2CCCCCC2)CCN1c1cccnc1,7.943,F,Dopamine D2 receptor,8.100015437450608,288.395,2.1996,0.0,3.0,39.68000000000001,3.0,4.0
CHEMBL1083815,O=C1N(CCN2CCCCCC2)CCN1c1ccncc1,3162.28,F,Dopamine D2 receptor,5.499999678657065,288.395,2.1996,0.0,3.0,39.68000000000001,3.0,4.0
CHEMBL1083816,O=c1n(CCN2CCCCCC2)ccn1-c1cccc(Cl)c1,125.89,F,Dopamine D2 receptor,6.900008766455316,319.836,3.168400000000001,0.0,4.0,30.17,3.0,4.0
CHEMBL1084121,O=S1(=O)N(CCN2CCCCCC2)CCN1c1cccc(Cl)c1,125.89,F,Dopamine D2 receptor,6.900008766455316,357.9069999999999,2.5827999999999998,0.0,3.0,43.86000000000001,3.0,4.0
CHEMBL1086395,O=c1n(CCCN2CCCCCC2)ccn1-c1cccc(Cl)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,333.86300000000006,3.558500000000002,0.0,4.0,30.17,3.0,5.0
CHEMBL1085672,O=C1N(CC2CCCCN2)CCN1c1cccc(Cl)c1,0.631,F,Dopamine D2 receptor,9.199970640755865,293.798,2.724100000000001,1.0,2.0,35.580000000000005,3.0,3.0
CHEMBL1085673,O=C1N(CC2CCCNC2)CCN1c1cccc(Cl)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,293.798,2.581600000000001,1.0,2.0,35.580000000000005,3.0,3.0
CHEMBL1085674,O=C1N(CC2CCNCC2)CCN1c1cccc(Cl)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,293.798,2.581600000000001,1.0,2.0,35.580000000000005,3.0,3.0
CHEMBL1085903,O=C1N(CC2CCCCN2)CCN1c1cccc(C(F)(F)F)c1,7943.28,F,Dopamine D2 receptor,5.100000128334196,327.34999999999997,3.089500000000002,1.0,2.0,35.580000000000005,3.0,3.0
CHEMBL1077197,O=C1N(CC2CCCCN2)CCN1c1cccnc1,501.19,F,Dopamine D2 receptor,6.299997602857746,260.341,1.4656999999999998,1.0,3.0,48.470000000000006,3.0,3.0
CHEMBL1254947,CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2c(O)cccc2C1,52.6,F,Dopamine D2 receptor,7.279014255846261,469.67300000000034,5.4507000000000065,1.0,4.0,29.950000000000003,5.0,8.0
CHEMBL1253770,CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2ccc(O)cc2C1,108.0,F,Dopamine D2 receptor,6.966576244513051,469.67300000000034,5.4507000000000065,1.0,4.0,29.950000000000003,5.0,8.0
CHEMBL338606,COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(F)cc2)CC1,1.7,F,Dopamine D2 receptor,8.769551078621726,411.5210000000001,3.5661000000000023,1.0,4.0,44.81,3.0,9.0
CHEMBL1765633,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,26.0,F,Dopamine D2 receptor,7.585026652029182,430.5960000000002,4.787100000000005,1.0,4.0,50.160000000000004,4.0,10.0
CHEMBL1765633,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,370.0,F,Dopamine D2 receptor,6.431798275933005,430.5960000000002,4.787100000000005,1.0,4.0,50.160000000000004,4.0,10.0
CHEMBL112065,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,12.0,F,Dopamine D2 receptor,7.920818753952375,443.5910000000001,4.694400000000004,1.0,4.0,44.81,4.0,9.0
CHEMBL1765633,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,110.0,F,Dopamine D2 receptor,6.958607314841775,430.5960000000002,4.787100000000005,1.0,4.0,50.160000000000004,4.0,10.0
CHEMBL1765633,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,0.51,F,Dopamine D2 receptor,9.292429823902063,430.5960000000002,4.787100000000005,1.0,4.0,50.160000000000004,4.0,10.0
CHEMBL1774101,COc1ccccc1C1CCN(Cc2nc3ccccc3n2C)CC1,951.0,F,Dopamine D2 receptor,6.021819483062586,335.4510000000001,3.9615000000000027,0.0,4.0,30.29,4.0,4.0
CHEMBL1806874,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)CCCCC2CCSS2)c1-3,320.0,F,Dopamine D2 receptor,6.494850021680094,467.70000000000033,6.838400000000007,0.0,5.0,29.54,5.0,8.0
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,140.0,F,Dopamine D2 receptor,6.853871964321762,219.332,1.9989000000000001,1.0,2.0,31.92,3.0,2.0
CHEMBL1916551,CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)cc2OC)nn1,13.0,F,Dopamine D2 receptor,7.886056647693163,561.7710000000003,5.487800000000006,1.0,7.0,81.51,4.0,18.0
CHEMBL1916549,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(C(=O)NCCCCN(CCC)C5Cc6ccccc6C5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,440.0,F,Dopamine D2 receptor,6.356547323513812,1121.5259999999996,10.729599999999994,2.0,14.0,163.02,8.0,39.0
CHEMBL1916548,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(CN5CCN(c6ccccc6OC)CC5)cc4OC)nn3)nn2)c(OC)c1)C1Cc2ccccc2C1,380.0,F,Dopamine D2 receptor,6.42021640338319,1053.4069999999997,9.671000000000001,1.0,15.0,146.39000000000001,8.0,34.0
CHEMBL1945039,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,251.19,B,Dopamine D2 receptor,6.599997654072044,479.60200000000015,3.4593000000000016,5.0,7.0,106.60999999999999,4.0,11.0
CHEMBL1950491,COc1cc2c(cc1O)CN1CCc3cc(OC)c(O)cc3[C@@H]1C2.Cl,56000.0,F,Dopamine D2 receptor,4.251811972993799,363.84100000000007,3.1923000000000026,2.0,5.0,62.16000000000001,4.0,2.0
